timestamp,xray_flux_short,xray_flux_long,magnetic_field,sunspot_number,solar_wind_speed,proton_flux,flare_class
1/3/20 18:00,1.52E-07,6.21E-07,159.5096731,61,320.4384123,1.152661237,No Flare
1/3/20 19:00,1.62E-06,1.08E-08,53.29567195,54,393.6364949,0.151612501,C-class
1/3/20 20:00,7.75E-08,3.19E-06,98.50099229,48,462.1112362,0.707578047,No Flare
1/3/20 21:00,4.33E-06,1.32E-06,123.5515804,57,508.453532,0.390618881,C-class
1/3/20 22:00,1.48E-06,6.38E-08,218.9619295,48,285.2099799,0.542241717,C-class
1/3/20 23:00,2.22E-07,3.92E-07,82.21619974,52,459.3316725,0.565781441,No Flare
1/4/20 0:00,5.54E-09,1.89E-07,102.5526566,54,278.1846609,1.53716008,No Flare
1/4/20 1:00,1.69E-06,1.06E-06,120.7034173,46,437.1141552,2.331198108,C-class
1/4/20 2:00,1.23E-06,5.98E-07,105.820943,47,511.2405345,0.230330825,C-class
1/4/20 3:00,1.31E-06,1.26E-07,61.93657584,41,434.8536798,2.297306082,C-class
1/4/20 4:00,1.48E-06,1.72E-08,174.2656774,50,429.779647,1.365662506,C-class
1/4/20 5:00,7.69E-08,1.72E-07,76.95320252,45,257.375217,0.792559259,No Flare
1/4/20 6:00,4.44E-07,1.94E-08,123.406291,47,421.8236255,1.04415582,No Flare
1/4/20 7:00,1.23E-07,7.62E-08,89.15548938,58,204.7328835,1.313726436,No Flare
1/4/20 8:00,1.99E-06,5.05E-07,69.70768229,52,298.3771281,0.167233975,C-class
1/4/20 9:00,9.76E-07,6.83E-07,152.4121415,71,397.0377887,0.466367965,No Flare
1/4/20 10:00,4.02E-07,3.16E-07,113.1473094,53,537.111242,0.319408167,No Flare
1/4/20 11:00,6.57E-08,4.59E-07,-9.217767702,40,373.5301642,0.591469409,No Flare
1/4/20 12:00,3.72E-07,8.47E-08,114.887504,69,326.0354179,0.104952272,No Flare
1/4/20 13:00,3.93E-07,1.90E-07,68.64552819,42,310.7037091,1.244584849,No Flare
1/4/20 14:00,1.31E-06,6.24E-07,20.55817394,49,353.088062,0.943725766,C-class
1/4/20 15:00,1.01E-06,2.27E-07,147.8271444,45,575.9124488,0.345907426,C-class
1/4/20 16:00,2.18E-06,2.14E-07,61.82224214,41,350.446699,1.171032122,C-class
1/4/20 17:00,6.39E-07,1.08E-07,113.1181269,46,385.8321168,0.521401026,No Flare
1/4/20 18:00,1.27E-07,4.52E-07,145.991027,55,394.252497,0.013552239,No Flare
1/4/20 19:00,1.25E-06,8.29E-07,87.87668204,47,285.0302983,0.262033847,C-class
1/4/20 20:00,1.43E-06,3.17E-07,112.560373,42,452.9259829,0.144976696,C-class
1/4/20 21:00,8.24E-07,6.14E-08,65.96002765,41,413.1455652,1.036212007,No Flare
1/4/20 22:00,1.47E-06,9.11E-07,155.1961595,44,357.757318,1.75048288,C-class
1/4/20 23:00,6.81E-07,3.70E-08,90.91269045,32,485.5548004,0.507472726,No Flare
1/5/20 0:00,7.40E-07,3.19E-07,126.8737612,50,265.6850786,0.254534206,No Flare
1/5/20 1:00,5.58E-07,1.51E-07,175.2697355,42,325.9220382,1.40263489,No Flare
1/5/20 2:00,2.57E-08,1.38E-06,7.425553937,52,401.0524668,1.692444797,No Flare
1/5/20 3:00,1.14E-07,6.69E-07,65.74073819,51,239.6713757,0.885234041,No Flare
1/5/20 4:00,3.19E-08,4.18E-07,91.36100418,49,301.9339813,1.2896839,No Flare
1/5/20 5:00,1.01E-06,5.51E-07,106.380728,60,421.8022514,0.032612914,C-class
1/5/20 6:00,3.77E-07,3.80E-07,130.7693468,48,482.7611159,1.35317899,No Flare
1/5/20 7:00,7.10E-07,7.99E-08,161.0405678,55,137.40704,1.515906361,No Flare
1/5/20 8:00,2.38E-06,6.17E-07,62.72950135,42,252.5110936,0.472028911,C-class
1/5/20 9:00,2.87E-07,3.39E-07,89.91454259,51,414.2159853,0.389889021,No Flare
1/5/20 10:00,5.28E-07,5.03E-07,156.0891458,47,417.5495175,0.265613301,No Flare
1/5/20 11:00,1.41E-06,2.31E-08,116.9008825,48,292.8323789,0.027696955,C-class
1/5/20 12:00,2.60E-07,7.66E-08,14.96917145,46,617.2201314,0.54085892,No Flare
1/5/20 13:00,8.01E-08,4.45E-07,10.83289253,47,532.1718276,1.386581525,No Flare
1/5/20 14:00,3.42E-07,3.08E-07,75.54911378,55,387.0144619,0.436137734,No Flare
1/5/20 15:00,1.76E-07,1.29E-07,127.6002294,43,389.7831879,2.835910684,No Flare
1/5/20 16:00,2.65E-06,1.38E-07,126.6667723,40,432.6443273,0.058097741,C-class
1/5/20 17:00,1.65E-06,4.99E-07,55.34206442,46,491.907155,0.017920749,C-class
1/5/20 18:00,1.00E-06,3.04E-08,133.1791685,57,338.4957334,1.781859346,C-class
1/5/20 19:00,2.05E-06,2.85E-07,112.596566,42,497.6886105,0.920496433,C-class
1/5/20 20:00,1.63E-06,3.70E-07,45.93348466,48,359.3862697,0.362463231,C-class
1/5/20 21:00,2.06E-07,1.84E-07,69.92826579,53,169.3137433,1.316040617,No Flare
1/5/20 22:00,2.23E-06,8.59E-07,2.76956852,55,494.5688858,0.789519538,C-class
1/5/20 23:00,7.75E-07,2.92E-08,40.45310094,47,451.0844007,1.857567077,No Flare
1/6/20 0:00,1.65E-06,1.00E-06,5.812302809,59,445.5207474,4.548499499,C-class
1/6/20 1:00,2.26E-06,6.42E-07,22.66232433,56,347.5513021,1.421018536,C-class
1/6/20 2:00,3.83E-07,2.96E-07,183.9658825,47,397.9489049,0.072155001,No Flare
1/6/20 3:00,1.17E-07,1.29E-06,79.99645323,49,271.758448,1.299035914,No Flare
1/6/20 4:00,2.59E-07,6.06E-07,11.30280757,64,494.1841038,3.762669614,No Flare
1/6/20 5:00,5.57E-07,1.34E-06,120.936822,61,353.8965049,0.141210171,No Flare
1/6/20 6:00,1.70E-06,3.20E-07,114.4947858,48,352.9435407,0.991084926,C-class
1/6/20 7:00,1.97E-06,3.02E-07,109.6456126,43,332.4060849,0.506636946,C-class
1/6/20 8:00,6.98E-09,3.78E-07,56.33934374,54,400.1111582,2.781734128,No Flare
1/6/20 9:00,7.15E-07,3.38E-08,131.1364527,54,502.9962693,0.060259106,No Flare
1/6/20 10:00,5.40E-07,1.20E-06,45.10981211,48,235.8667881,1.218445133,No Flare
1/6/20 11:00,2.51E-07,5.51E-07,139.6823613,62,354.3553882,1.090343911,No Flare
1/6/20 12:00,1.28E-07,4.81E-07,144.2303358,41,778.2187849,1.055759359,No Flare
1/6/20 13:00,4.12E-07,1.30E-06,96.78790668,51,314.4643129,0.168123131,No Flare
1/6/20 14:00,2.86E-06,2.53E-06,26.78408176,60,466.3502267,0.126077962,C-class
1/6/20 15:00,3.90E-07,8.92E-08,140.1247851,49,470.5773836,0.057310313,No Flare
1/6/20 16:00,7.31E-07,6.91E-07,70.82185964,51,369.6886977,0.075343005,No Flare
1/6/20 17:00,1.21E-06,4.34E-07,113.7179686,40,452.7853013,1.159176276,C-class
1/6/20 18:00,4.52E-07,3.09E-07,134.5386025,56,276.4578858,2.927739269,No Flare
1/6/20 19:00,3.57E-06,1.90E-06,59.5170891,50,537.4877289,0.748116875,C-class
1/6/20 20:00,3.28E-06,9.49E-07,207.2849521,48,407.4494886,1.239251044,C-class
1/6/20 21:00,2.90E-07,5.97E-07,97.80613059,54,339.3799223,1.932787594,No Flare
1/6/20 22:00,6.88E-07,2.41E-07,66.46292654,40,517.1170554,0.225998839,No Flare
1/6/20 23:00,3.58E-07,5.48E-07,149.9715927,51,257.5671057,0.251068739,No Flare
1/7/20 0:00,3.35E-07,3.79E-07,177.4928629,47,351.3688714,1.218911609,No Flare
1/7/20 1:00,3.76E-08,1.43E-07,-3.337266778,40,702.3959884,0.603587622,No Flare
1/7/20 2:00,9.40E-07,2.99E-07,30.94309849,47,279.2375182,0.75350621,No Flare
1/7/20 3:00,6.99E-07,1.19E-07,61.21984332,66,328.9559291,0.077271077,No Flare
1/7/20 4:00,5.29E-08,3.47E-07,205.6716711,48,448.2128991,0.343009354,No Flare
1/7/20 5:00,3.27E-07,6.37E-07,76.04410345,39,244.802073,0.034758714,No Flare
1/7/20 6:00,2.39E-06,1.87E-08,176.0422965,42,350.8478491,2.262800232,C-class
1/7/20 7:00,2.74E-07,7.25E-07,111.0055317,49,362.6195025,1.799385438,No Flare
1/7/20 8:00,1.57E-07,1.01E-08,27.48485768,41,493.6323253,0.387009437,No Flare
1/7/20 9:00,6.72E-07,3.64E-07,144.0312124,51,423.722046,0.05075405,No Flare
1/7/20 10:00,4.24E-06,4.26E-07,115.8474614,51,571.3354284,1.025446753,C-class
1/7/20 11:00,2.77E-07,7.16E-07,56.88677418,56,477.7655712,0.341300878,No Flare
1/7/20 12:00,1.12E-06,7.16E-07,66.96213982,44,348.3074895,1.110791774,C-class
1/7/20 13:00,1.43E-06,2.70E-07,47.51984883,52,469.8537785,0.282410171,C-class
1/7/20 14:00,2.71E-07,3.43E-08,68.76309523,36,402.8301066,1.369908998,No Flare
1/7/20 15:00,1.30E-06,5.91E-07,132.92276,43,467.6596868,0.265298842,C-class
1/7/20 16:00,4.59E-07,3.58E-07,54.81522471,63,393.0118232,1.124285389,No Flare
1/7/20 17:00,1.00E-06,2.03E-07,104.2193563,54,199.9033015,1.119025021,C-class
1/7/20 18:00,1.00E-06,1.34E-07,115.692589,46,415.6300046,0.228169609,C-class
1/7/20 19:00,7.67E-07,6.38E-08,97.2730086,63,446.7248378,0.062655961,No Flare
1/7/20 20:00,9.46E-08,1.75E-07,19.21675374,56,359.6127874,0.028280517,No Flare
1/7/20 21:00,1.80E-06,3.07E-07,137.4437905,56,324.4262522,1.355382966,C-class
1/7/20 22:00,3.87E-07,3.25E-07,41.72912727,31,451.6725782,1.756021554,No Flare
1/7/20 23:00,2.06E-07,4.37E-07,71.24703523,48,320.5743686,0.101864988,No Flare
1/8/20 0:00,4.16E-08,2.25E-07,76.99275636,54,382.5609067,0.01949695,No Flare
1/8/20 1:00,8.94E-07,1.26E-06,98.40745509,51,521.550629,1.675243455,No Flare
1/8/20 2:00,1.13E-06,3.42E-07,104.8115647,53,370.3578067,0.018758694,C-class
1/8/20 3:00,1.67E-08,2.76E-07,134.2927217,50,445.4772965,1.954043378,No Flare
1/8/20 4:00,7.18E-07,2.47E-08,84.41021786,55,495.9229171,1.641706486,No Flare
1/8/20 5:00,2.57E-07,4.57E-07,39.16104782,39,203.5108838,1.67707656,No Flare
1/8/20 6:00,1.04E-06,4.62E-07,154.3535066,57,418.8450468,0.206247592,C-class
1/8/20 7:00,1.92E-07,4.38E-07,79.94856123,59,479.9321056,1.205652799,No Flare
1/8/20 8:00,1.17E-06,1.09E-06,90.75302508,60,351.0231131,1.279389798,C-class
1/8/20 9:00,4.89E-07,7.20E-07,49.95997817,47,279.2313437,1.152827972,No Flare
1/8/20 10:00,2.76E-06,1.01E-06,56.71832999,53,505.7481493,0.189561755,C-class
1/8/20 11:00,1.48E-07,3.06E-08,172.1218823,54,312.9609518,0.420034393,No Flare
1/8/20 12:00,4.17E-07,1.91E-07,31.24592637,45,495.1417343,0.150471758,No Flare
1/8/20 13:00,1.20E-07,1.92E-07,38.63762934,43,395.9017009,0.176728342,No Flare
1/8/20 14:00,2.59E-06,5.35E-07,76.88673766,61,561.9400891,0.334570396,C-class
1/8/20 15:00,2.10E-06,2.98E-07,115.9074655,52,440.365954,1.663506142,C-class
1/8/20 16:00,2.98E-07,7.51E-07,51.62831478,59,278.1704499,1.393435388,No Flare
1/8/20 17:00,1.08E-06,2.43E-07,21.0926459,57,573.6061633,1.354363356,C-class
1/8/20 18:00,1.70E-06,1.25E-07,38.97382712,46,475.0568437,0.110793743,C-class
1/8/20 19:00,8.10E-07,1.72E-07,79.20799654,68,305.1520638,1.197136136,No Flare
1/8/20 20:00,7.54E-07,1.01E-07,49.96826316,63,474.1565755,0.417123696,No Flare
1/8/20 21:00,2.77E-07,1.10E-07,211.1663692,75,521.4921605,1.674319581,No Flare
1/8/20 22:00,9.77E-08,1.22E-07,199.1100588,41,419.4748275,0.412900515,No Flare
1/8/20 23:00,2.28E-06,8.11E-09,158.2795568,28,277.3847466,0.161194246,C-class
1/9/20 0:00,2.31E-06,6.30E-07,118.8215404,41,376.7884849,1.573741696,C-class
1/9/20 1:00,1.00E-06,2.55E-07,118.9183951,55,387.0033509,0.142589511,C-class
1/9/20 2:00,4.14E-07,1.15E-08,166.1042771,51,332.1883923,0.193572965,No Flare
1/9/20 3:00,4.30E-07,2.31E-07,106.5378083,55,224.1459353,0.096082718,No Flare
1/9/20 4:00,1.29E-06,1.18E-06,58.8255502,63,277.6221004,0.405910094,C-class
1/9/20 5:00,2.27E-06,3.58E-07,206.1606824,59,456.3549445,0.075880881,C-class
1/9/20 6:00,2.18E-06,2.16E-06,128.7613925,45,340.5941794,0.634698401,C-class
1/9/20 7:00,1.51E-06,3.88E-07,172.6524436,51,271.9300054,0.796298611,C-class
1/9/20 8:00,1.03E-06,1.65E-06,190.6064547,64,631.8676604,0.341964787,C-class
1/9/20 9:00,8.79E-08,1.13E-07,11.38811664,42,365.6340735,0.982358133,No Flare
1/9/20 10:00,1.76E-07,1.71E-07,56.80137624,44,420.9479502,1.443467754,No Flare
1/9/20 11:00,2.29E-06,6.02E-07,89.8337145,54,458.5315887,0.618049641,C-class
1/9/20 12:00,9.32E-07,2.16E-06,125.047005,43,360.1696737,0.411851818,No Flare
1/9/20 13:00,9.24E-09,8.72E-07,145.8269285,50,327.3676907,0.875533423,No Flare
1/9/20 14:00,1.07E-07,4.03E-07,96.84118419,64,272.0682605,1.104348136,No Flare
1/9/20 15:00,1.09E-06,4.45E-08,164.6399729,50,525.1847043,2.764187548,C-class
1/9/20 16:00,5.07E-09,2.27E-07,130.4706116,47,523.2575192,0.478144871,No Flare
1/9/20 17:00,1.75E-07,4.52E-08,129.8552823,48,431.3535753,1.405552348,No Flare
1/9/20 18:00,7.96E-07,1.86E-07,86.16066783,55,405.3894681,0.090567308,No Flare
1/9/20 19:00,1.18E-06,1.50E-07,115.7886577,38,176.467659,0.58757913,C-class
1/9/20 20:00,1.06E-06,2.46E-07,115.4452807,48,441.1347355,0.250984784,C-class
1/9/20 21:00,2.54E-07,9.08E-07,148.1397548,47,256.5910893,0.894654391,No Flare
1/9/20 22:00,1.25E-06,8.15E-08,34.13738322,43,386.6310527,2.132276049,C-class
1/9/20 23:00,2.71E-07,1.83E-07,135.1073561,53,459.2068836,0.126977899,No Flare
1/10/20 0:00,3.94E-07,1.51E-07,17.68054374,48,320.8503914,0.233896296,No Flare
1/10/20 1:00,1.37E-06,1.76E-07,57.33420049,48,398.9421105,6.231043035,C-class
1/10/20 2:00,1.05E-06,2.24E-07,130.38422,46,288.3029255,0.479002283,C-class
1/10/20 3:00,1.89E-06,1.40E-07,58.09240231,55,499.9592628,0.005581024,C-class
1/10/20 4:00,1.07E-06,1.43E-06,101.3639125,59,464.8675523,0.681369618,C-class
1/10/20 5:00,8.40E-07,2.72E-07,53.93684785,41,425.0630245,1.30775928,No Flare
1/10/20 6:00,9.84E-08,6.06E-08,129.9639461,47,386.0497813,1.438267405,No Flare
1/10/20 7:00,4.58E-07,3.15E-07,102.3693158,46,494.1850022,0.591819469,No Flare
1/10/20 8:00,3.08E-07,1.02E-07,98.76283104,50,479.4963164,1.176462871,No Flare
1/10/20 9:00,2.80E-07,1.22E-07,154.9857544,50,422.356946,0.097604336,No Flare
1/10/20 10:00,3.61E-06,1.68E-07,120.8418287,51,285.3603016,0.270150722,C-class
1/10/20 11:00,4.99E-07,6.66E-08,124.6866576,44,321.6203929,0.312609641,No Flare
1/10/20 12:00,2.23E-06,6.38E-07,155.4441142,58,312.6807388,3.018925895,C-class
1/10/20 13:00,9.97E-07,7.85E-07,160.587792,56,509.5765625,0.024550501,No Flare
1/10/20 14:00,1.58E-06,2.51E-07,52.49261922,59,606.7321127,0.224103098,C-class
1/10/20 15:00,6.98E-07,5.84E-07,136.8478974,44,383.7360129,5.695961029,No Flare
1/10/20 16:00,8.60E-07,2.46E-07,121.6706756,49,410.4586325,2.384066374,No Flare
1/10/20 17:00,6.78E-07,8.96E-08,165.5982336,54,479.5748158,0.908940793,No Flare
1/10/20 18:00,2.17E-07,2.53E-07,35.6578096,48,380.1400565,1.222899876,No Flare
1/10/20 19:00,1.28E-06,4.07E-07,65.46884409,59,418.8599059,0.04670877,C-class
1/10/20 20:00,3.30E-07,2.09E-08,90.14492232,30,307.054591,2.438115914,No Flare
1/10/20 21:00,2.46E-08,5.31E-07,170.1355097,66,305.2242074,1.000575752,No Flare
1/10/20 22:00,1.04E-06,6.79E-07,85.65482261,53,355.4771253,0.090825148,C-class
1/10/20 23:00,1.95E-07,9.83E-07,97.92569289,55,541.3098991,0.67917324,No Flare
1/11/20 0:00,2.82E-06,5.42E-08,65.79828621,49,521.4496518,0.495334706,C-class
1/11/20 1:00,3.08E-06,4.68E-11,139.204787,49,365.4905369,0.37945351,C-class
1/11/20 2:00,2.46E-06,3.80E-08,133.8187439,54,560.8716573,0.000813012,C-class
1/11/20 3:00,4.62E-07,1.29E-06,72.8117055,52,523.0723073,0.863639667,No Flare
1/11/20 4:00,1.56E-08,7.25E-07,47.75601619,49,252.9468513,0.687263748,No Flare
1/11/20 5:00,2.64E-06,9.02E-07,138.6076926,44,486.1022941,1.811009797,C-class
1/11/20 6:00,5.59E-07,3.64E-07,125.4392401,44,377.7030963,0.845393496,No Flare
1/11/20 7:00,3.40E-06,3.74E-07,66.81578863,42,451.4829905,0.146145784,C-class
1/11/20 8:00,3.31E-06,1.77E-07,134.7122654,49,552.0112426,0.454590661,C-class
1/11/20 9:00,1.92E-06,9.25E-07,131.9682849,60,346.6453821,1.493088062,C-class
1/11/20 10:00,3.49E-07,8.85E-07,161.4990905,49,305.6728121,0.298211076,No Flare
1/11/20 11:00,4.86E-07,2.49E-07,142.3426835,47,292.3371726,0.755990388,No Flare
1/11/20 12:00,1.90E-06,2.00E-07,83.05513457,45,286.1040871,0.063589927,C-class
1/11/20 13:00,3.81E-07,6.70E-07,61.90700586,47,389.627864,0.761147737,No Flare
1/11/20 14:00,1.86E-07,1.33E-08,200.7602409,54,368.1855696,1.898918902,No Flare
1/11/20 15:00,8.14E-07,9.83E-07,74.3068744,68,501.2238403,0.798642518,No Flare
1/11/20 16:00,2.75E-06,2.96E-07,8.277078295,47,166.9754411,0.398706927,C-class
1/11/20 17:00,1.19E-06,2.91E-07,39.597152,47,528.7749713,0.029175956,C-class
1/11/20 18:00,8.44E-07,5.53E-07,-1.367161182,38,598.6469662,1.478333812,No Flare
1/11/20 19:00,1.02E-07,5.19E-07,161.0644701,52,397.7995135,0.427783984,No Flare
1/11/20 20:00,9.55E-07,1.55E-07,191.0741322,37,573.9321359,1.019132105,No Flare
1/11/20 21:00,4.61E-06,1.43E-06,112.4928714,48,395.7707373,0.603749759,C-class
1/11/20 22:00,1.51E-07,2.15E-06,19.81530111,53,552.1988852,0.158022672,No Flare
1/11/20 23:00,7.30E-07,3.73E-07,160.0853702,45,306.9433279,0.398321207,No Flare
1/12/20 0:00,2.10E-06,4.12E-07,123.2879713,39,412.5215304,1.538737317,C-class
1/12/20 1:00,1.35E-06,4.04E-07,161.549803,56,435.1709871,0.456432918,C-class
1/12/20 2:00,1.19E-06,3.33E-07,129.499915,49,275.1487283,0.500831384,C-class
1/12/20 3:00,1.21E-06,1.45E-06,30.76197378,53,613.1583851,0.068233827,C-class
1/12/20 4:00,4.45E-07,1.40E-07,133.0731359,54,401.1655323,0.075309552,No Flare
1/12/20 5:00,3.48E-07,5.71E-08,22.24998298,52,366.7954174,2.861375079,No Flare
1/12/20 6:00,1.66E-06,1.33E-06,61.41166427,61,320.8355166,0.494301326,C-class
1/12/20 7:00,1.66E-06,1.20E-07,151.6551037,60,399.3826105,0.178968973,C-class
1/12/20 8:00,2.02E-06,6.91E-07,149.1949406,44,382.767227,0.665094137,C-class
1/12/20 9:00,2.44E-06,1.14E-07,52.8067366,54,514.3831323,0.308077073,C-class
1/12/20 10:00,7.16E-07,1.61E-06,43.01446801,47,545.4647608,0.279576926,No Flare
1/12/20 11:00,6.96E-07,7.83E-07,101.3205217,35,489.81158,0.06810693,No Flare
1/12/20 12:00,1.60E-06,1.25E-06,200.1599524,52,478.7280811,3.780311273,C-class
1/12/20 13:00,1.05E-06,1.51E-06,128.0428759,52,421.835232,1.720744686,C-class
1/12/20 14:00,1.21E-06,4.41E-08,217.6357578,56,178.1563683,3.791740783,C-class
1/12/20 15:00,1.59E-06,2.84E-07,91.77214341,63,447.1658221,1.152836486,C-class
1/12/20 16:00,2.21E-06,5.22E-07,144.1641823,56,404.7251729,0.013273607,C-class
1/12/20 17:00,4.12E-07,8.11E-07,84.20228479,51,430.7434042,3.483396983,No Flare
1/12/20 18:00,4.71E-07,1.38E-07,59.99409323,58,443.2607631,0.125749565,No Flare
1/12/20 19:00,9.87E-08,1.23E-06,52.42289617,46,397.7386476,0.688798206,No Flare
1/12/20 20:00,8.63E-07,1.25E-07,117.6762129,45,522.3080111,0.070882838,No Flare
1/12/20 21:00,3.66E-08,1.01E-06,164.7392335,48,419.4547756,0.048168239,No Flare
